Date,State,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-06-15,Gujarat,French Beans,183,210 - 232,220 - 302,1kg,N/A
2024-06-15,Gujarat,Garlic,269,309 - 342,323 - 444,1kg,N/A
2024-06-15,Gujarat,Ginger,123,141 - 156,148 - 203,1kg,N/A
2024-06-15,Gujarat,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-06-15,Gujarat,Green Peas,48,55 - 61,58 - 79,1kg,N/A
2024-06-15,Gujarat,Ivy Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-15,Gujarat,Lemon (Lime),99,114 - 126,119 - 163,1kg,N/A
2024-06-15,Gujarat,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-06-15,Gujarat,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-15,Gujarat,Mushroom,84,97 - 107,101 - 139,1kg,N/A
2024-06-15,Gujarat,Mustard Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-15,Gujarat,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-06-15,Gujarat,Pumpkin,18,21 - 23,22 - 30,1kg,N/A
2024-06-15,Gujarat,Radish,35,40 - 44,42 - 58,1kg,N/A
2024-06-15,Gujarat,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-15,Gujarat,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,N/A
2024-06-15,Gujarat,Snake Gourd,38,44 - 48,46 - 63,1kg,N/A
2024-06-15,Gujarat,Sorrel Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-15,Gujarat,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-06-15,Gujarat,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-16,Gujarat,Onion Big,38,44 - 48,46 - 63,1kg,N/A
2024-06-16,Gujarat,Onion Small,58,67 - 74,70 - 96,1kg,N/A
2024-06-16,Gujarat,Tomato,41,47 - 52,49 - 68,1kg,N/A
2024-06-16,Gujarat,Green Chilli,94,108 - 119,113 - 155,1kg,N/A
2024-06-16,Gujarat,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-06-16,Gujarat,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-16,Gujarat,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-16,Gujarat,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-16,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-16,Gujarat,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-06-16,Gujarat,Baby Corn,48,55 - 61,58 - 79,1kg,N/A
2024-06-16,Gujarat,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-06-16,Gujarat,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-16,Gujarat,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-16,Gujarat,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-16,Gujarat,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-06-16,Gujarat,Broad Beans,65,75 - 83,78 - 107,1kg,N/A
2024-06-16,Gujarat,Cabbage,29,33 - 37,35 - 48,1kg,N/A
2024-06-16,Gujarat,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-06-16,Gujarat,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-16,Gujarat,Cluster beans,43,49 - 55,52 - 71,1kg,N/A
2024-06-16,Gujarat,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-06-16,Gujarat,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-16,Gujarat,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-16,Gujarat,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-06-16,Gujarat,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-16,Gujarat,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-16,Gujarat,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-06-16,Gujarat,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-16,Gujarat,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-16,Gujarat,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-06-16,Gujarat,Brinjal (Big),30,35 - 38,36 - 50,1kg,N/A
2024-06-16,Gujarat,Elephant Yam,38,44 - 48,46 - 63,1kg,N/A
2024-06-16,Gujarat,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-16,Gujarat,French Beans,183,210 - 232,220 - 302,1kg,N/A
2024-06-16,Gujarat,Garlic,269,309 - 342,323 - 444,1kg,N/A
2024-06-16,Gujarat,Ginger,123,141 - 156,148 - 203,1kg,N/A
2024-06-16,Gujarat,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-06-16,Gujarat,Green Peas,48,55 - 61,58 - 79,1kg,N/A
2024-06-16,Gujarat,Ivy Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-16,Gujarat,Lemon (Lime),99,114 - 126,119 - 163,1kg,N/A
2024-06-16,Gujarat,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-06-16,Gujarat,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-16,Gujarat,Mushroom,84,97 - 107,101 - 139,1kg,N/A
2024-06-16,Gujarat,Mustard Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-16,Gujarat,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-06-16,Gujarat,Pumpkin,18,21 - 23,22 - 30,1kg,N/A
2024-06-16,Gujarat,Radish,35,40 - 44,42 - 58,1kg,N/A
2024-06-16,Gujarat,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-16,Gujarat,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,N/A
2024-06-16,Gujarat,Snake Gourd,38,44 - 48,46 - 63,1kg,N/A
2024-06-16,Gujarat,Sorrel Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-16,Gujarat,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-06-16,Gujarat,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-17,Gujarat,Onion Big,38,44 - 48,46 - 63,1kg,N/A
2024-06-17,Gujarat,Onion Small,55,63 - 70,66 - 91,1kg,N/A
2024-06-17,Gujarat,Tomato,41,47 - 52,49 - 68,1kg,N/A
2024-06-17,Gujarat,Green Chilli,62,71 - 79,74 - 102,1kg,N/A
2024-06-17,Gujarat,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-17,Gujarat,Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-17,Gujarat,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-17,Gujarat,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-17,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-17,Gujarat,Ash gourd,22,25 - 28,26 - 36,1kg,N/A
2024-06-17,Gujarat,Baby Corn,48,55 - 61,58 - 79,1kg,N/A
2024-06-17,Gujarat,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-06-17,Gujarat,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-06-17,Gujarat,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-17,Gujarat,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-17,Gujarat,Butter Beans,51,59 - 65,61 - 84,1kg,N/A
2024-06-17,Gujarat,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-17,Gujarat,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-06-17,Gujarat,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-06-17,Gujarat,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-06-17,Gujarat,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-06-17,Gujarat,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Gujarat,Colocasia Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-17,Gujarat,Colocasia,25,29 - 32,30 - 41,1kg,N/A
2024-06-17,Gujarat,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-17,Gujarat,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Gujarat,Cucumber,30,35 - 38,36 - 50,1kg,N/A
2024-06-17,Gujarat,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-06-17,Gujarat,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-17,Gujarat,Drumsticks,70,81 - 89,84 - 116,1kg,N/A
2024-06-17,Gujarat,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-06-17,Gujarat,Brinjal (Big),33,38 - 42,40 - 54,1kg,N/A
2024-06-17,Gujarat,Elephant Yam,39,45 - 50,47 - 64,1kg,N/A
2024-06-17,Gujarat,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-17,Gujarat,French Beans,118,136 - 150,142 - 195,1kg,N/A
2024-06-17,Gujarat,Garlic,243,279 - 309,292 - 401,1kg,N/A
2024-06-17,Gujarat,Ginger,133,153 - 169,160 - 219,1kg,N/A
2024-06-17,Gujarat,Onion Green,39,45 - 50,47 - 64,1kg,N/A
2024-06-17,Gujarat,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-06-17,Gujarat,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-17,Gujarat,Lemon (Lime),92,106 - 117,110 - 152,1kg,N/A
2024-06-17,Gujarat,Mango Raw,40,46 - 51,48 - 66,1kg,N/A
2024-06-17,Gujarat,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-17,Gujarat,Mushroom,95,109 - 121,114 - 157,1kg,N/A
2024-06-17,Gujarat,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-17,Gujarat,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-06-17,Gujarat,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-17,Gujarat,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-17,Gujarat,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-17,Gujarat,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Gujarat,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Gujarat,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-17,Gujarat,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-17,Gujarat,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-06-18,Gujarat,Onion Big,38,44 - 48,46 - 63,1kg,N/A
2024-06-18,Gujarat,Onion Small,55,63 - 70,66 - 91,1kg,N/A
2024-06-18,Gujarat,Tomato,41,47 - 52,49 - 68,1kg,N/A
2024-06-18,Gujarat,Green Chilli,62,71 - 79,74 - 102,1kg,N/A
2024-06-18,Gujarat,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-18,Gujarat,Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-18,Gujarat,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-18,Gujarat,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-18,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-18,Gujarat,Ash gourd,22,25 - 28,26 - 36,1kg,N/A
2024-06-18,Gujarat,Baby Corn,48,55 - 61,58 - 79,1kg,N/A
2024-06-18,Gujarat,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-06-18,Gujarat,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-06-18,Gujarat,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-18,Gujarat,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-18,Gujarat,Butter Beans,51,59 - 65,61 - 84,1kg,N/A
2024-06-18,Gujarat,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-18,Gujarat,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-06-18,Gujarat,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-06-18,Gujarat,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-06-18,Gujarat,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-06-18,Gujarat,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Gujarat,Colocasia Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-18,Gujarat,Colocasia,25,29 - 32,30 - 41,1kg,N/A
2024-06-18,Gujarat,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-18,Gujarat,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Gujarat,Cucumber,30,35 - 38,36 - 50,1kg,N/A
2024-06-18,Gujarat,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-06-18,Gujarat,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-18,Gujarat,Drumsticks,70,81 - 89,84 - 116,1kg,N/A
2024-06-18,Gujarat,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-06-18,Gujarat,Brinjal (Big),33,38 - 42,40 - 54,1kg,N/A
2024-06-18,Gujarat,Elephant Yam,39,45 - 50,47 - 64,1kg,N/A
2024-06-18,Gujarat,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-18,Gujarat,French Beans,118,136 - 150,142 - 195,1kg,N/A
2024-06-18,Gujarat,Garlic,243,279 - 309,292 - 401,1kg,N/A
2024-06-18,Gujarat,Ginger,133,153 - 169,160 - 219,1kg,N/A
2024-06-18,Gujarat,Onion Green,39,45 - 50,47 - 64,1kg,N/A
2024-06-18,Gujarat,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-06-18,Gujarat,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-18,Gujarat,Lemon (Lime),92,106 - 117,110 - 152,1kg,N/A
2024-06-18,Gujarat,Mango Raw,40,46 - 51,48 - 66,1kg,N/A
2024-06-18,Gujarat,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-18,Gujarat,Mushroom,95,109 - 121,114 - 157,1kg,N/A
2024-06-18,Gujarat,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-18,Gujarat,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-06-18,Gujarat,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-18,Gujarat,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-18,Gujarat,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-18,Gujarat,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Gujarat,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Gujarat,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-18,Gujarat,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-18,Gujarat,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-06-19,Gujarat,Onion Big,38,44 - 48,46 - 63,1kg,N/A
2024-06-19,Gujarat,Onion Small,55,63 - 70,66 - 91,1kg,N/A
2024-06-19,Gujarat,Tomato,41,47 - 52,49 - 68,1kg,N/A
2024-06-19,Gujarat,Green Chilli,62,71 - 79,74 - 102,1kg,N/A
2024-06-19,Gujarat,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-19,Gujarat,Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-19,Gujarat,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-19,Gujarat,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-19,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-19,Gujarat,Ash gourd,22,25 - 28,26 - 36,1kg,N/A
2024-06-19,Gujarat,Baby Corn,48,55 - 61,58 - 79,1kg,N/A
2024-06-19,Gujarat,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-06-19,Gujarat,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-06-19,Gujarat,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-19,Gujarat,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-19,Gujarat,Butter Beans,51,59 - 65,61 - 84,1kg,N/A
2024-06-19,Gujarat,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-19,Gujarat,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-06-19,Gujarat,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-06-19,Gujarat,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-06-19,Gujarat,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-06-19,Gujarat,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Gujarat,Colocasia Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-19,Gujarat,Colocasia,25,29 - 32,30 - 41,1kg,N/A
2024-06-19,Gujarat,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-19,Gujarat,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Gujarat,Cucumber,30,35 - 38,36 - 50,1kg,N/A
2024-06-19,Gujarat,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-06-19,Gujarat,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-19,Gujarat,Drumsticks,70,81 - 89,84 - 116,1kg,N/A
2024-06-19,Gujarat,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-06-19,Gujarat,Brinjal (Big),33,38 - 42,40 - 54,1kg,N/A
2024-06-19,Gujarat,Elephant Yam,39,45 - 50,47 - 64,1kg,N/A
2024-06-19,Gujarat,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-19,Gujarat,French Beans,118,136 - 150,142 - 195,1kg,N/A
2024-06-19,Gujarat,Garlic,243,279 - 309,292 - 401,1kg,N/A
2024-06-19,Gujarat,Ginger,133,153 - 169,160 - 219,1kg,N/A
2024-06-19,Gujarat,Onion Green,39,45 - 50,47 - 64,1kg,N/A
2024-06-19,Gujarat,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-06-19,Gujarat,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-19,Gujarat,Lemon (Lime),92,106 - 117,110 - 152,1kg,N/A
2024-06-19,Gujarat,Mango Raw,40,46 - 51,48 - 66,1kg,N/A
2024-06-19,Gujarat,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-19,Gujarat,Mushroom,95,109 - 121,114 - 157,1kg,N/A
2024-06-19,Gujarat,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-19,Gujarat,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-06-19,Gujarat,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-19,Gujarat,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-19,Gujarat,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-19,Gujarat,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Gujarat,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Gujarat,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-19,Gujarat,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-19,Gujarat,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-06-20,Gujarat,Onion Big,38,44 - 48,46 - 63,1kg,N/A
2024-06-20,Gujarat,Onion Small,55,63 - 70,66 - 91,1kg,N/A
2024-06-20,Gujarat,Tomato,41,47 - 52,49 - 68,1kg,N/A
2024-06-20,Gujarat,Green Chilli,62,71 - 79,74 - 102,1kg,N/A
2024-06-20,Gujarat,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-20,Gujarat,Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-20,Gujarat,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-20,Gujarat,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-20,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-20,Gujarat,Ash gourd,22,25 - 28,26 - 36,1kg,N/A
2024-06-20,Gujarat,Baby Corn,48,55 - 61,58 - 79,1kg,N/A
2024-06-20,Gujarat,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-06-20,Gujarat,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-06-20,Gujarat,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-20,Gujarat,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-20,Gujarat,Butter Beans,51,59 - 65,61 - 84,1kg,N/A
2024-06-20,Gujarat,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-20,Gujarat,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-06-20,Gujarat,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-06-20,Gujarat,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-06-20,Gujarat,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-06-20,Gujarat,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Gujarat,Colocasia Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-20,Gujarat,Colocasia,25,29 - 32,30 - 41,1kg,N/A
2024-06-20,Gujarat,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-20,Gujarat,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Gujarat,Cucumber,30,35 - 38,36 - 50,1kg,N/A
2024-06-20,Gujarat,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-06-20,Gujarat,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-20,Gujarat,Drumsticks,70,81 - 89,84 - 116,1kg,N/A
2024-06-20,Gujarat,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-06-20,Gujarat,Brinjal (Big),33,38 - 42,40 - 54,1kg,N/A
2024-06-20,Gujarat,Elephant Yam,39,45 - 50,47 - 64,1kg,N/A
2024-06-20,Gujarat,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-20,Gujarat,French Beans,118,136 - 150,142 - 195,1kg,N/A
2024-06-20,Gujarat,Garlic,243,279 - 309,292 - 401,1kg,N/A
2024-06-20,Gujarat,Ginger,133,153 - 169,160 - 219,1kg,N/A
2024-06-20,Gujarat,Onion Green,39,45 - 50,47 - 64,1kg,N/A
2024-06-20,Gujarat,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-06-20,Gujarat,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-20,Gujarat,Lemon (Lime),92,106 - 117,110 - 152,1kg,N/A
2024-06-20,Gujarat,Mango Raw,40,46 - 51,48 - 66,1kg,N/A
2024-06-20,Gujarat,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-20,Gujarat,Mushroom,95,109 - 121,114 - 157,1kg,N/A
2024-06-20,Gujarat,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-20,Gujarat,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-06-20,Gujarat,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-20,Gujarat,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-20,Gujarat,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-20,Gujarat,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Gujarat,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Gujarat,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-20,Gujarat,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-20,Gujarat,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-06-21,Gujarat,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-21,Gujarat,Onion Small,54,62 - 69,65 - 89,1kg,N/A
2024-06-21,Gujarat,Tomato,46,53 - 58,55 - 76,1kg,N/A
2024-06-21,Gujarat,Green Chilli,64,74 - 81,77 - 106,1kg,N/A
2024-06-21,Gujarat,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-06-21,Gujarat,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-21,Gujarat,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-21,Gujarat,Amaranth Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-21,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-21,Gujarat,Ash gourd,16,18 - 20,19 - 26,1kg,N/A
2024-06-21,Gujarat,Baby Corn,49,56 - 62,59 - 81,1kg,N/A
2024-06-21,Gujarat,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-21,Gujarat,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-06-21,Gujarat,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-21,Gujarat,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-21,Gujarat,Butter Beans,54,62 - 69,65 - 89,1kg,N/A
2024-06-21,Gujarat,Broad Beans,63,72 - 80,76 - 104,1kg,N/A
2024-06-21,Gujarat,Cabbage,29,33 - 37,35 - 48,1kg,N/A
2024-06-21,Gujarat,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-06-21,Gujarat,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-21,Gujarat,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-06-21,Gujarat,Coconut,37,43 - 47,44 - 61,1kg,N/A
2024-06-21,Gujarat,Colocasia Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-21,Gujarat,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-21,Gujarat,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-21,Gujarat,Corn,33,38 - 42,40 - 54,1kg,N/A
2024-06-21,Gujarat,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-06-21,Gujarat,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-06-21,Gujarat,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-21,Gujarat,Drumsticks,70,81 - 89,84 - 116,1kg,N/A
2024-06-21,Gujarat,Brinjal,36,41 - 46,43 - 59,1kg,N/A
2024-06-21,Gujarat,Brinjal (Big),30,35 - 38,36 - 50,1kg,N/A
2024-06-21,Gujarat,Elephant Yam,39,45 - 50,47 - 64,1kg,N/A
2024-06-21,Gujarat,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-21,Gujarat,French Beans,114,131 - 145,137 - 188,1kg,N/A
2024-06-21,Gujarat,Garlic,245,282 - 311,294 - 404,1kg,N/A
2024-06-21,Gujarat,Ginger,133,153 - 169,160 - 219,1kg,N/A
2024-06-21,Gujarat,Onion Green,46,53 - 58,55 - 76,1kg,N/A
2024-06-21,Gujarat,Green Peas,50,58 - 64,60 - 83,1kg,N/A
2024-06-21,Gujarat,Ivy Gourd,30,35 - 38,36 - 50,1kg,N/A
